Filename,Title,Source,Link,SHA-1,Date,Year
PaloAlto_ke3chang_tidepool(5-23-2016),Operation Ke3chang Resurfaces With New TidePool Malware,Palo Alto,https://app.box.com/s/vwuocstge7xud74xhnw9s98h2m812pyr,2c09f13be3c035ec932d6c91366f61f7f1320f72,05/23/2016,2016
PaloAlto_New- Wekby-Attacks-Use- DNS-Requests- As- Command-and- Control- Mechanism(5-24-16),New Wekby Attacks Use DNS Requests As Command and Control Mechanism,Palo Alto,https://app.box.com/s/5dcx9g1lrt3m9y2wgmxpyiv4malmdnpp,cfea29fab43ff53f7869542633891a89ead24a5f,05/24/2016,2016
Kaspersky_CVE-2015-2545_overview-of-current-threats(5-25-16),CVE-2015-2545: overview of current threats,Kaspersky,https://app.box.com/s/ztb6a52hkbenfurrecc3jifk9b67ie79,5f77c03a83f36e0f74a37efea8cc959613ee3d10,05/25/2016,2016
TrendMicro_IXESHE_IHEATE(05-27-2016),IXESHE Derivative IHEATE Targets Users in America,Trend Micro,https://app.box.com/s/8glps1qnq0glc2c2b2wsmeb4019f9wpd,d611ca60c87498c89b450dda0f06a3cffebe53ae,05/27/2016,2016
CitizenLab-Stealth_Falcon(05-29-2016),Stealth Falcon,Citizen Lab,https://app.box.com/s/is08b06f6fj6a9z6wymf4u5y5xjm6opr,6060d8839dc4054fd3d57b2935eb79b2876f75d6,05/29/2016,2016
FireEye_IRONGATE_ICS(06-02-2016),IRONGATE ICS Malware: Nothing to See Here...Masking Malicious Activity on SCADA Systems,FireEye,https://app.box.com/s/6s871m2xa63x4ru8glto9crcv6kk8jor,78ea4b8589b7b776b4a9fe94fd42bd74740d4276,06/02/2016,2016
FireEye_IndianGovSpearPhish(06-03-2016),APT Group Sends Spear Phishing Emails to Indian Government Officials,FireEye,https://app.box.com/s/s0yj8qsfhkf81hpyrtdmhpv3lrmd5p5n,97a52c09444fff77e5b7dc8e1cc3606bed224ace,06/03/2016,2016
Fireeye_Spear-Phishing-Indian-Government-Officials(06-03-2016),Apt Group Sends Spear Phishing Emails To Indian Government Officials,FireEye,https://app.box.com/s/5hn3fparz8n2bmjpwzvxbds7gcnb7kum,3108aea5c7ef8c8a6d3633612c4f0231b1cec25b,06/03/2016,2016
CrowdStrike_BearsintheMidst_DNC(06-04-2016),Bears in the Midst: Intrusion into the Democratic National Committee,Crowdstrike,https://app.box.com/s/x5sz7dw4as54b1rif3mdtqwzzj2aek68,269f0dfade9d5929e678027bd1c274e45d851b45,06/04/2016,2016
Clearsky_Operation-DustySky2(6-9-16),Operation DustySky Part 2,Clearsky,https://app.box.com/s/ldd528ht55m4avot9b485mi6529f8c3r,a00dc576f03496351c6ec2989aac2a26891c4cff,06/09/2016,2016
Clearsky_Operation-DustySky2-indicators(6-9-16),Operation DustySky Part 2 Indicators,Clearsky,https://app.box.com/s/q9amfvko7h3x9g4rgcno0vy25btsv1rw,d14171df6033ec8c090de678e505d08c5f62fd88,06/09/2016,2016
Microsoft_DUBNIUM(06-09-2016),Reverse-engineering DUBNIUM,Microsoft,https://app.box.com/s/f0xelxxs6ey9nms9fox1uugy8nuof40t,aa49d07c40e3bf8da6779a1d08eeda6efcce3706,06/09/2016,2016
PaloAlto_SofacyUSGov(06-14-2016),New Sofacy Attacks Against US Government Agency,Palo Alto,https://app.box.com/s/49rs6u4cyq43khamdah90y9zyacjzmbr,61c759fab05cb341d84f825452ad17cbcfb23c31,06/14/2016,2016
Citizenlab_Group5_Syria_Iranian_Connection(06-14-2016),Group5: Syria and the Iranian Connection,Citizen Lab,https://app.box.com/s/2475tuv4oigvtrdy1jx6p2lct9ebzlcb,c9d42c2c21c439babfc553984e4b71f6c1db7afb,06/14/2016,2016
Secureworks_TG-4127Clinton(06-16-2016),Threat Group-4127 Targets Hillary Clinton Presidential Campaign,Secureworks,https://app.box.com/s/uy6iv3fj7akwzrj9zq1gv403b35twaoy,4827ac42240efd00e38b61e68f85379adb760861,06/16/2016,2016
DellSecureworks_ThreatGroup-4127-Targets-Clinton-Campaign(06-16-2016),Threat Group 4127 Targets Hillary Clinton Presidential Campaign,Dell Secureworks,https://app.box.com/s/jfku9mhjnf150uokw2owfxy0isj3pi28,9f1be920242bc0b1cca697c0b5034c24a9e9c0a9,06/16/2016,2016
Kaspersky_ScarCruft-OpDaybreak(06-17-2016),Flash zero-day exploit deployed by the ScarCruft APT Group,Kaspersky,https://app.box.com/s/0vp77yw58zhqmt9xoez6f7nmicbgkqrw,fb7781a1552ee8fcddd13fc560aa1dea9ad4955a,06/17/2016,2016
Microsoft_RE-DUBNIUM-FlashExploit(06-20-2016),Reverse-engineering DUBNIUM's Flash-targeting exploit,Microsoft,https://app.box.com/s/rsvvnrm7ct991olqsvbqrie614xt9f3b,4380f06f404326f756a7c48cb7dd0236e1934cb0,06/20/2016,2016
Fidelis_DNC-IntrusionMalware(06-20-2016),Findings from Analysis of DNC Intrusion Malware,Fidelis,https://app.box.com/s/406jm438rm7s65du4d4qnj7iwj5bkphv,d093215af4ce896149f0fc7a42eacad89f58ac3c,06/20/2016,2016
Fireeye-rpt-china-espionage(06-20-2016),Red Line Drawn: China Recalculates Its Use Of Cyber Espionage,FireEye,https://app.box.com/s/jdk38pbsyaa19vb91uffmprn9oz4a2vr,4961a742b4c650d3fb84f9321de52911df176f1b,06/20/2016,2016
ESET-Visiting_The_Bear_Den(6-21-2016),Visiting The Bear Den A Journey in the Land of (Cyber-)Espionage,ESET,https://app.box.com/s/ifsplrz92ssuo3mhgwadkgoc19e5y56e,98985054ab8d3b6c232132f1957fefc4ba01c7a6,06/21/2016,2016
PaloAlto_TrackingElirksJapanSimilaritiesPreviousAttacks(06-23-2016),Tracking Elirks Variants in Japan: Similarities to Previous Attacks,Palo Alto,https://app.box.com/s/ki60vxvdi2wzqrsrqik0yvg4sdwsbbal,eba3ad81b20ed7b9ef081714928ecf1a4324b057,06/23/2016,2016
Secureworks_ThreatGroup-4127-Targets-Google-Accounts(06-26-2016),Threat Group-4127 Targets Google Accounts,Secureworks,https://app.box.com/s/2y2p7im0bp3o5myvi5s9cxfchddn2zbd,4b340fd7ca63937db459345ebbf915a9dd5cfe01,06/26/2016,2016
PaloAlto_PrinceofPersiaGameOver(06-28-2016),Prince of Persia Game Over,Palo Alto,https://app.box.com/s/drj4vb73cv87ok5wks21rynlq3236793,3f92bfbfdb0fee7eda8613fc3a6ff515ffceb972,06/28/2016,2016
JPCERT_AsruexShortcutFiles(06-30-2016),Asruex: Malware Infecting through Shortcut Files,JPCERT,https://app.box.com/s/mxvgs6dx4kixjv5s29yc6m81kii8opbw,0ddd9b23aaa773615e7d6392969d40b332e0c85f,06/30/2016,2016
Bitdefender_Pacifier-APT(7-1-2016),Pacifier APT,Bitdefender,https://app.box.com/s/xcu346jhiokohlj9300q6hif06swac57,6289dff2cbd2750c76517007989483922179fa40,07/01/2016,2016
ESET_targeting-Central-and-EasternEurope(07-01-2016),Espionage toolkit targeting Central and Eastern Europe uncovered,ESET,https://app.box.com/s/kmb22xnoniwxfkhsw8r3tkpo5rko0w1a,8d9af4bb8b4bafcb9e58ab21e1419abd2eed46b2,07/01/2016,2016
Cymmetria_Unveiling-Patchwork(07-07-16),Unveiling Patchwork the Copy Paste APT,Cymmetria,https://app.box.com/s/r9pw9xbcy2fz2ssewg5p7lqyvtn1b6jc,955ddb4453827e2c1664f2924e75b21fb0c0496d,07/07/2016,2016
Proofpoint_NetTraveler-TargetsRussianEuropean(07-07-2016),"NetTraveler APT Targets Russian, European Interests",ProofPoint,https://app.box.com/s/u16hs4trjkamdxkb8xth6e5ugckr3230,d647ecd9a694447bc8ee9096f425ba29d93f7fb7,07/07/2016,2016
Kaspersky_DroppingElephant(07-08-2016),The Dropping Elephant - aggressive cyber-espionage in the Asian region,Kaspersky,https://app.box.com/s/9yczw853br9y9bs98j44uwc3kx6e414y,e0606a9e6a785d942b50d281d87550dc03d3666e,07/08/2016,2016
EFF_OperationManul(08-03-2016),Operation Manul,EFF,https://app.box.com/s/0dhelcscwtesl3biuldgrbeddaffwneu,cf6fad700146b469d54f47c1541a84bb0dc08bc6,08/03/2016,2016
Forcepoint_Moonsoon(08-06-2016),Moonsoon - Analysis of an APT Campaign,Forcepoint,https://app.box.com/s/cdivyys0ej34bh9r151vybct5nlqy4l5,b910f06ecd66d0a297e2043369b82a29cf770eee,08/06/2016,2016
Kaspersky_The-ProjectSauron-APT_research_KL(08-08-2016),The ProjectSauron APT,Kaspersky,https://app.box.com/s/3n10k8gbwt7pfebhqjg8n2mwpo6m3u7j,877d7520e4b6fd17e48903f779a48b8619ebe87e,08/08/2016,2016
Visa_Oracle-Micros-Compromise(08-08-2016),Carbanak Oracle Breach,Visa,https://app.box.com/s/4sfhcqaaxwui1dbvd13254wm5wfy9bmk,8dcd6158f82898310af73d9fbeae8e626dbfdb7b,08/08/2016,2016
BrianKrebs_Carbanak-Oracle-breach(08-13-2016),Visa Alert and Update on the Oracle Breach,Brian Krebs,https://app.box.com/s/ejrvucttqc6eanln2kkmqtjklg563jxg,af70e2e4750a95aa3748fc15e3c1fb92f1b47e29,08/13/2016,2016
Citizenlab_NSO_iPhone_ZeroDays_UAE(08-24-2016),The Million Dollar Dissident: NSO Group's iPhone Zero-Days used against a UAE Human Rights Defender,Citizen Lab,https://app.box.com/s/adaa4lfxeohb7ehxv3ao6104gmvq226i,32c2e322e6e97466dc82e81fc94acc14eee10192,08/24/2016,2016
Symantec_Buckeye_HongKong(09-06-2016),Buckeye cyberespionage group shifts gaze from US to Hong Kong,Symantec,https://app.box.com/s/0rfkkv27x039vbqsblzdsm530ii2ymjl,36cc8f9d42465b2ac2681772862e21ecb2eaa137,09/06/2016,2016
Cyberkov-Hunting-Libyan-Scorpions-EN(9-18-16),Hunting Libyan Scorpions,Cyberkov Security,https://app.box.com/s/pov6xl0nvac5iaq4kafyw7p8ylmx3p8d,9030bce0306febd7e94fd047d480512583889389,09/18/2016,2016
PaloAlto_Sofacys_Komplex_OSXTrojan(09-26-2016),Sofacy's Komplex OS X Trojan,Palo Alto,https://app.box.com/s/w1qrcz1z9bx2dwt4gegv0h940ex35hlt,fb15f1de386ed3102956ff732b50c35ef56548b5,09/26/2016,2016
ThreatConnect_Belling_the_BEAR(09-28-2016),Belling the BEAR,ThreatConnect,https://app.box.com/s/xpj87wwmxjkl3cykpyjbekaqhb3v4py6,802cfc799eb72c9b5e40ca56e724c75b1fa10be8,09/28/2016,2016
Kaspersky_StrongPity-Waterhole-Targeting-Italian-Belgian-Encryption-Users(10-03-2016),On the StrongPity Waterhole Attacks Targeting Italian and Belgian Encryption Users,Kaspersky,https://app.box.com/s/c9w0xp0mgndij268ku7ti5ee4lxu54bv,f4c3883bdb12af3225b3b57f2d8352cb37586312,10/03/2016,2016
Kaspersky_Wave-your-false-flags(10-05-2016),Wave your false flags! Deception tactics muddying attribution in targeted attacks,Kaspersky,https://app.box.com/s/6smqqgagrck8ltwztwnw08x1ope6k0mi,12ecd2809c35c574672cb2b1b22323aa9de1d69a,10/05/2016,2016
VirusBulletin_EvronRaz(10-05-2016),"Apt Reports And Opsec Evolution, Or: These Are Not The Apt Reports You Are Looking For",Virus Bulletin,https://app.box.com/s/6kow9e7d5ogd1qxskl5krels702fwyon,5801fcf1d7fd14cdf2267fd5abac67a448812677,10/05/2016,2016
eset-sednit-part1(10-20-2016),En Route with Sednit Part 1: Approaching the Target,ESET,https://app.box.com/s/c7oz0zci5gxsbgnucxwah82bfdj0boe0,aa59479dccb863926ace7d5a6d87e356eb9dad4a,10/20/2016,2016
eset-sednit-part2(10-25-2016),En Route with Sednit Part 2: Observing the Comings and Goings,ESET,https://app.box.com/s/lmaensc7vzdugsy1nsh4bwligl07q53b,6f1dfb7fc2367f5787b076deb44f37704a682caa,10/25/2016,2016
PaloAlto_Houdinis-Magic-Reappearance(10-25-2016),Houdini's Magic Reappearance,Palo Alto Networks,https://app.box.com/s/y4zzbao34iv483op59h1dettrwgoe7li,242a98ec10de9c8044a355cbac843987d891b264,10/25/2016,2016
VectraNetworks_Moonlight-Targeted-attacks-MiddleEast(10-26-2016),Moonlight - Targeted attacks in the Middle East,Vectra Networks,https://app.box.com/s/f7p6hmdojxrh6mzs91yvjmpgz528b7h9,2ad4ca5919036c23d608723cebd6eca8cd6d7240,10/26/2016,2016
Forcepoint_BITTER-Targeted-attack-Pakistan(10-26-2016),BITTER: A Targeted attack against Pakistan,Forcepoint,https://app.box.com/s/iegu4jz7v3q0vcvgrkzrnq3w28q3pyne,385ba37be4d0617780a137a81d6593554f0ecc98,10/26/2016,2016
eset-sednit-part3(10-27-2016),En Route with Sednit Part 3: A Mysterious Downloader,ESET,https://app.box.com/s/p4ywd9iqr5fr48nbz5o0nfwwgjkq5itk,2cd04b3b878180782e8467c2cbe69d301a0d98ec,10/27/2016,2016
TrendMicro_BLACKGEAR-Espionage-Campaign(10-27-2016),"BLACKGEAR Espionage Campaign Evolves, Adds Japan To Target List",Trend Micro,https://app.box.com/s/ws5vsndqqi7s17ysrfa39260wqy2ktyt,bd52c0809e379a7dabdb35fcbb07d077f10a6edc,10/27/2016,2016
BoozAllen_ukraine-report-when-the-lights-went-out(11-3-2016),When The Lights Went Out: Ukraine Cybersecurity Threat Briefing,Booz Allen,https://app.box.com/s/pbj4aeiapdbblzs19gzymgsk73sxbe56,6a6ad533b71fd64fc9dd4948e920a0992f637302,11/03/2016,2016
Volexity_Powerduke-Widespread-PostElection-Spear-Phish(11-09-2016),PowerDuke: Widespread Post-Election Spear Phishing Campaigns Targeting Think Tanks and NGOs,Volexity,https://app.box.com/s/wd73vlkdiry8hibkbqvmtsn0bhmzkhgk,d1e4a9dc8b5bd3aaa06b40d5fe8fcefb5328e157,11/09/2016,2016
Trustwave_Carbanak _Anunak_Attack_Methodology(11-14-2016),New Carbanak / Anunak Attack Methodology,Trustwave,https://app.box.com/s/cbclbgiu54ihivxe7bvblwsv1e8jq44h,35f1522128ae21490cc812f5929b961fe0cbdf5c,11/14/2016,2016
Citizenlab_KeyBoy-targeting-Tibetan-Community(11-17-2016),It's Parliamentary: KeyBoy and the targeting of the Tibetan Community,Citizen Lab,https://app.box.com/s/q7rywbgt6s5c380vvjpk643ppcdtdl8v,1c664e6ab6a1e36fb0a1dccb231acfb26e943b19,11/17/2016,2016
Cysinfo_NIC-CyberSecurity-Themed-Spear-Phishing-Target-India(11-30-2016),Malware Actors Using Nic Cyber Security Themed Spear Phishing To Target Indian Government Organizations,Cysinfo,https://app.box.com/s/zsm16yh2sffqr9caehmifmvw2jrrwiga,1b647b1bf39698c459618e7451e556da5c64b8fb,11/30/2016,2016
Microsoft_SIR-Vol21-PROMETHIUM-NEODYMIUM-Updated(12-14-2016),PROMETHIUM and NEODYMIUM: Parallel zero-day attacks targeting individuals in Europe,Microsoft,https://app.box.com/s/12f9s3qxwk4oyr1vwfpaxco9p50xc2v8,31b0c92ff842596ed58185bb84c7dc4542059e85,12/14/2016,2016
PaloAlto_Sofacy-DealersChoice-Attacks(12-15-2016),Let It Ride: The Sofacy Group's DealersChoice Attacks Continue,Palo Alto Networks,https://app.box.com/s/7u92nzu48zg6kq0pmtlh9pj8p6jmjmrt,706ee4a2d806ebd510a7d0bf3640b6d7f6da74fc,12/15/2016,2016
Crowdstrike_FancyBearTracksUkrainianArtillery(12-22-2016),Use of Fancy Bear Android Malware tracking of Ukrainian Artillery Units,Crowdstrike,https://app.box.com/s/8lj785rl608lsmf80bwvtuxb7b9mscxy,31fff8f0aab57b8edf24a77d7be9c10375ace768,12/22/2016,2016
tr1adx_Bear-Hunting-APT28-Tracking(12-28-2016),Bear Hunting Season: Tracking APT28 ,tr1adx,https://app.box.com/s/py4k1124p7hqacfb6dlkghvsh5xte2zw,692ba080ccce9cb14121d88225dcae18a3149a8a,12/28/2016,2016
USCERT_GRIZZLY STEPPE(12-29-2016),GRIZZLY STEPPE - Russian Malicious Cyber Activity,US-CERT,https://app.box.com/s/5q1827f6ig94an0buhsk9i8k7e0eju8w,6c167fbcf1f24da37ded712e81f46cb82acdc3c0,12/29/2016,2016
tr1adx_Digital-Plagarist-Carbanak(01-01-2017),The Digital Plagiarist Campaign: TelePorting the Carbanak Crew to a New Dimension,tr1adx,https://app.box.com/s/7pr8b7cy9liv1bi88ha7frtzgrjycex3,b7dc94c416b4e9c080448f76a9cfbdfd211c1a8c,01/01/2017,2017
Clearsky_Iranian-OilRig-Delivers-Signed-Oxford(01-05-2017),"Iranian Threat Agent OilRig Delivers Digitally Signed Malware, Impersonates University of Oxford",Clearsky,https://app.box.com/s/o3jg5us2c3lmeszk1m09hmenca0xnmgc,37b20be7b373b82bda3d72b17b21e2e41feba382,01/05/2017,2017
PaloAlgo-DragonOK-Updates-Tools-Targets-Multiple-Regions(01-05-2017),DragonOK Updates Toolset and Targets Multiple Geographic Regions,Palo Alto Networks,https://app.box.com/s/50tu7yfcrcj3ntj6b894rq6londdps34,e093f2ddb288f71bdd0d8b7652b8fd43934aa358,01/05/2017,2017
Forcepoint-MMCore-Fileless-Returns-BigBoss-SillyGoose(01-05-2017),Mm Core In-Memory Backdoor Returns As Bigboss And Sillygoose,Forcepoint,https://app.box.com/s/4et31m42g0m8b1cj2ly2idlgruli1io6,b62c407ee38c26946eff590f87a8ea186865a9a9,01/05/2017,2017
UnitedStates_-Senate_Committee_-on_Armed_Services-Clapper-Lettre-Rogers(01-05-2017),Foreign Cyber Threats to the United States,US Senate Committee on Armed Services,https://app.box.com/s/a2yfu1q6j67gi6om5uum34if5cnztln2,a2c34f3b86cabbe9b99fb5456b763be432ac83c9,01/05/2017,2017
FireEye_APT28-Center-of-Storm(01-11-2017),At the Center of the Storm: Russia's APT28 Strategically Evolves its Cyber Operations,FireEye,https://app.box.com/s/bh072li8eyb2daq5cnd88l1lms6ujhgf,f5eb271671c7a2def034329d77843ac296266b0c,01/11/2017,2017
tr1adx_Dope-Story-Bears(01-14-2017),A Pretty Dope Story About Bears: Early Indicators of Continued World Anti-Doping Agency (WADA) Targeting,tr1adx,https://app.box.com/s/7i5o08f6dd9j6idvav7kwek3sg0cyw5n,798348eb3a5019929eab49cafd36e67617970b78,01/14/2017,2017
tr1adx-Bear-Spotting-Vol1(01-15-2017),Bear Spotting Vol. 1: Russian Nation State Targeting of Government and Military Interests,tr1adx,https://app.box.com/s/7q3rd2vov9uhkxmbpqax8vsdjafxnebm,80f2bd5c1796cf0980515170da333662ff58a992,01/15/2017,2017
Cysinfo-Uri-KashmirProtest-Phishing-targeting-Indian-Embassies(01-19-2017),URI Terror Attack & Kashmir Protest Themed Spear Phishing Emails Targeting Indian Embassies And Indian Ministry Of External Affairs,Cysinfo,https://app.box.com/s/aw4frbwy7jj5iqlhn9mas4qmc8ogfljg,479a70bbfa14396cebb0e4768c8521a53b899337,01/19/2017,2017
Citizenlab_NilePhish-Large-Scale-Targeting-Egyptian(02-02-2017),Nile Phish: Large-Scale Phishing Campaign Targeting Egyptian Civil Society,Citizen Lab,https://app.box.com/s/3140tmwszf3q0ywh3jl9uhwjxyckmgv5,7a53a9ae6b4445a626e1c2d642703aaa3f01af97,02/02/2017,2017
Badcyber_Polish-banks-hacked-information-stolen-unknown-attackers(02-03-2017),"Several Polish banks hacked, information stolen by unknown attackers",Badcyber,https://app.box.com/s/7s2s43nlaqxllf4ugef1vyvkm3mr0ryt,2b5d73d85ea4173b9fa128f351bfaea0f778e52f,02/03/2017,2017
kingslayer-a-supply-chain-attack(02-03-2017),KingSlayer A Supply chain attack,RSA,https://app.box.com/s/u4dkqqj56anyzuhxvg890k7d3g0oybyu,74962bac9526b55dfcd0c6690b2980f7483e587b,02/03/2017,2017
US-CERT-AR-17-20045_Enhanced_Analysis_of_GRIZZLY_STEPPE_Activity(02-10-2017),Enhanced Analysis of GRIZZLY STEPPE Activity,US-CERT,https://app.box.com/s/zfhxta0cuh9yycoelyzaxgc03ir4b18u,7f8c3d1d34755bd52f850bad0bc2dc1db6783661,02/10/2017,2017
Cysinfo-Targeting-Indian-Navys-Submarine-Warship-Manufacturer(02-10-2017),Cyber Attack Targeting Indian Navy's Submarine And Warship Manufacturer,Cysinfo,https://app.box.com/s/zdwfwsi2pw1081j2reu3qotz577g7pt6,619ad9c2d675c411b5c18457546aa7bcc58b31a7,02/10/2017,2017
BAESystems_Lazarus-Watering-hole-attacks(02-12-2017),Lazarus & Watering-Hole Attacks,BAE Systems,https://app.box.com/s/7wh9z15na9c823vtwo8fhyu2qt6a57df,fddefc914c62f4886d6ce9b889a3fbe8769fa886,02/12/2017,2017
PaloAlto_MagicHound-Campaign-Attacks-SaudiTargets(02-15-2017),Magic Hound Campaign Attacks Saudi Targets,Palo Alto Networks,https://app.box.com/s/qg2l481eu51ab9znszagv2ktlh4bh9z5,8675bdc6c056bf1b8893b60ecda6aa7e75ca550f,02/15/2017,2017
Secureworks_Iranian-PupyRAT-Middle-Eastern-Organizations(02-15-2017),Iranian PupyRAT Bites Middle Eastern Organizations,Secureworks,https://app.box.com/s/ztp64lp34bn9ax4vithevntn6pab6sxz,fd572a383bb94164cb8acb74a4aa8d5beb3b6afb,02/15/2017,2017
IBM_Full-Shamoon(02-15-2017),The Full Shamoon: How the Devastating Malware Was Inserted Into Networks,IBM,https://app.box.com/s/jymqnbm1hyqxboljaq7rv4p3mzizqd0c,21cd740f556c3aded545b3de39071ce066c612f6,02/15/2017,2017
Cyberx_Operation-BugDrop(02-15-2017),Operation Bugdrop: Cyberx Discovers Large-Scale Cyber-Reconnaissance Operation Targeting Ukrainian Organizations,CyberX,https://app.box.com/s/uyl8gatur9prvuv4z0ghjakdcvv5zkrf,e5395ae3b48658a35c56df32d378ee4afab3ced6,02/15/2017,2017
Lookout_ViperRAT-IDF(02-16-2017),ViperRAT: The mobile APT targeting the Israeli Defense Force that should be on your radar,Lookout,https://app.box.com/s/n2ruyugtbigi6yyvg6u2xmt32eyqn8gx,f05008438263f72d69a2ad48ef831832f1bf0072,02/16/2017,2017
Kaspersky_Breaking-Weakest-Link-IDF(02-16-2017),Breaking The Weakest Link Of The Strongest Chain,Kaspersky,https://app.box.com/s/wlwdugbbup1g3kb0ol71eh74qo6e67pd,c0017fe5d8637b3848db4e8783cb05aeefd152ca,02/16/2017,2017
JPCERT_ChChes-CampC-Cookie-Headers(02-17-2017),ChChes - Malware that Communicates with C&C Servers Using Cookie Headers,JPCERT,https://app.box.com/s/ud9z8kc33scu3fwbon1at9lcul9h9hw3,eeba6bed9a01db3c222e37438c5ea519eee7d617,02/17/2017,2017
BAESystems_Lazarus-FalseFlag-Malware(02-20-2017),Lazarus' False Flag Malware,BAE Systems,https://app.box.com/s/t5f8jofli5p969wsc0lydfdzihbnto93,4068d909a958924e1d908f6adc21ea998d1eb891,02/20/2017,2017
ArborNetworks_Additional-Insights-Shamoon2(02-21-2017),Additional Insights on Shamoon2,Arbor Networks,https://app.box.com/s/dt59pijmmnxc3no13g55jbdr325fpnhs,e62338f92ff8ca0d7d6ac031e9a87c46d1a47a66,02/21/2017,2017
Fireeye_SpearPhishing-Targeting-Mongolian-Government(02-22-2017),Spear Phishing Techniques Used in Attacks Targeting the Mongolian Government,FireEye,https://app.box.com/s/sgzri8xt5l6gaodokuvvfjt7emzu0z4o,7cb839427c1ed6c815f18b2677b905128b34e09c,02/22/2017,2017
Bitdefender-Whitepaper-APT-Mac-A4-en-EN-web(02-23-2017),Dissecting the APT28 Mac OS X Payload,Bitdefender,https://app.box.com/s/l7n781ig6n8wlf1aff5hgwbh4qoi5jqq,d206b485a42c611ed9fe6a0b1a3ed086e954bd30,02/23/2017,2017
PaloAlto_Gamaredon-Toolset-Evolution(02-27-2017),The Gamaredon Group Toolset Evolution,Palo Alto Networks,https://app.box.com/s/9wb59m0q2nw315jshwr3launllnnqtht,ea8659fb295612391dde5a4082fb106f677e48be,02/27/2017,2017
Cylance_DeceptionProject-New-Japanese-Centric-Threat(02-27-2017),The Deception Project: A New Japanese-Centric Threat,Cylance,https://app.box.com/s/5l02xyf45l1gww8vet75vom5jmn32m0h,0b30c4bd931d88806fcbd98cb740e5b111fc8f42,02/27/2017,2017
Kaspersky_Report_Shamoon_StoneDrill_final(03-06-2017),From Shamoon to StoneDrill,Kaspersky,https://app.box.com/s/olc867zxc9nkjzm3wkjwi0b0e2awahtn,59a92a3bd0a359bb6353578ab1a241fc50529225,03/06/2017,2017
FireEye-FIN7-SpearPhishing-Targets-SEC-Filings(03-07-2017),FIN7 Spear Phishing Campaign Targets Personnel Involved in SEC Filings,FireEye,https://app.box.com/s/7f2wiynwlbi58vsv206zn0695id5nl0k,ee0ebdcf2454d62dc23d604c472d3112a57274c6,03/07/2017,2017
ClearSky_Operation-Electric-Powder-targeting-Israel-Electric-Company(03-14-2017),Operation Electric Powder - Who is targeting Israel Electric Company?,Clearsky,https://app.box.com/s/w3udybssqsvhno4ekivacbqaetdidjjr,94d25eef5fa8292df1b03a712789d1b0a6a8b39c,03/14/2017,2017
FireEye_APT29-Domain-Fronting-With-TOR(03-27-2017),APT29 Domain Fronting With TOR,FireEye,https://app.box.com/s/8ytb4nym7whlldfvsaivnmsut9ole32h,30438e854db6bb43fb6629c746fb01ccfa8673b8,03/27/2017,2017
PaloAlto_Dimnie-Hiding-Plain-Sight(03-28-2017),Dimnie: Hiding in Plain Sight,Palo Alto Networks,https://app.box.com/s/scdmr7ekxhx4ktprct29ojxyllr41bjq,cbd4f22d9402177c3cbe6f0c30c9e1e876e9c21d,03/28/2017,2017
PWC_cloud-hopper-report-final-v4(04-03-2017),Operation Cloud Hopper,PWC,https://app.box.com/s/ifeoa5huug0aqdecsniw7jmrxym0k85i,4082ecd0d6b73061fc12d099d0b1b257b3d6a71d,04/03/2017,2017
Kaspersky_Lazarus-Under-The-Hood-PDF_final(04-03-2017),Lazarus Under The Hood,Kaspersky,https://app.box.com/s/np8kzut76ruc8whb32v7jpexx4bils6z,9a6098c60b1f484550326ece77eb9339ddf2e6fe,04/03/2017,2017
PaloAlto_The-Blockbuster-Sequel(04-07-2017),The Blockbuster Sequel,Palo Alto Networks,https://app.box.com/s/lmzdurawuli1a65uvx4g6e8b9jvede3f,c3bc5c67ac00f64fa55a9e6574c1b2131807848a,04/07/2017,2017
Proofpoint_APT-Targets-Financial-Analysts-CVE-2017-0199(04-27-2017),APT Targets Financial Analysts with CVE-2017-0199,Proofpoint,https://app.box.com/s/thla4hs15c78z638bw7g5fmjlixmex9b,10a5f550f9265c745b75db913753bbed6c9a0413,04/27/2017,2017
Cysinfo_Attack-Impersonating-Indian-Think-Tank-Target-CBIpdf(05-11-2017),Cyber Attack Impersonating Identity Of Indian Think Tank To Target Central Bureau Of Investigation (cbi) And Possibly Indian Army Officials,Cysinfo,https://app.box.com/s/mmr87n5onrrqiz8gnt93vvifpwn1rvah,d99516fc275a38c063de39c0188a9dc829491e11,05/11/2017,2017
FireEye_Cyber-Espionage-Alive-Well-APT32(05-14-2017),Cyber Espionage is Alive and Well: APT32 and the Threat to Global Corporations,FireEye,https://app.box.com/s/zutjtgdovy2dc32ktf5347y46eslqxq0,1c8b853a0f1d42979c2d231a728cfb2173c5e991,05/14/2017,2017
RecordedFuture_Chinese-Ministry-State-APT3(05-17-2017),Recorded Future Research Concludes Chinese Ministry of State Security Behind APT3,Recorded Future,https://app.box.com/s/rkactl8fr73y037u6fypz700i4e2dk2m,d3549e1f2aad3cadcae13a201f5291cc3d2eaec6,05/17/2017,2017
Cybereason_Large-Scale-APT-Asia(05-24-2017),Operation Cobalt Kitty: A large-scale APT in Asia carried out by the OceanLotus Group,Cybereason,https://app.box.com/s/0bfouh1vvqc8esyh7tdvw2ttpsqzu1kh,bce3c61603239578e7a1f06fef1c30903ff0d391,05/24/2017,2017
